buy_vol,sell_vol,volume,t_start,t_end,n_trades,vwap,imbalance,duration,vpin
551.565753252363,486.4342467476369,1038,34200.275016159,34200.887406162,28,585.7985714285714,65.13150650472613,0.6123900029997458,
482.6458156083397,700.3541843916603,1183,34201.00965512,34203.011926972,24,585.57375,217.70836878332057,2.002271852004924,
690.0004210894544,468.99957891054555,1159,34203.012050158,34209.780716781,16,585.6587499999999,221.0008421789089,6.768666623000172,
566.0051315879884,523.9948684120116,1090,34209.780716781,34215.204460371,21,585.4390476190476,42.01026317597689,5.4237435899995035,
559.1144443975489,573.8855556024511,1133,34215.222056281,34219.517746191,15,585.5226666666666,14.771111204902127,4.295689909995417,
499.52676767127434,674.4732323287257,1174,34222.480233188,34242.095412434,20,585.591,174.94646465745132,19.61517924600048,
456.1807068055035,710.8192931944965,1167,34242.095512159,34246.779185361,16,585.3675,254.63858638899296,4.683673202001955,
575.3810860231877,505.6189139768123,1081,34247.507469814,34247.544222178,12,585.4983333333333,69.76217204637538,0.0367523640015861,
357.7209500889734,291.2790499110266,649,34247.544222178,34247.573089965,4,585.5125,66.44190017794676,0.02886778699757997,
915.924679491154,727.075320508846,1643,34247.573089965,34252.032401265,11,585.670909090909,188.8493589823081,4.459311300000991,
608.0,608.0,1216,34252.032498709,34252.127831123,11,585.69,0.0,0.09533241399913095,
521.0683711850173,615.9316288149827,1137,34252.279815175,34259.712524623,11,585.6190909090909,94.86325762996535,7.432709447995876,
190.87756880729827,142.12243119270173,333,34259.71846543,34259.729250575,4,585.6324999999999,48.75513761459655,0.010785145001136698,
890.8837330383967,878.1162669616033,1769,34259.729324418,34259.743508654,6,585.625,12.767466076793426,0.01418423600262031,
708.6529491904174,618.3470508095826,1327,34259.896048489,34262.708710168,20,585.6245,90.30589838083483,2.812661679003213,
746.4616855036596,361.5383144963403,1108,34263.025180315,34272.832476159,19,585.4573684210527,384.9233710073193,9.807295843995234,
608.5651716496469,490.4348283503531,1099,34274.651596186,34281.31373722,13,585.5665384615385,118.13034329929383,6.662141034001252,
585.3014907795718,516.6985092204282,1102,34281.31373722,34283.937886139,14,585.5521428571428,68.6029815591437,2.6241489189997083,
639.6539752591683,567.3460247408317,1207,34284.220198526,34286.934455803,14,585.4514285714286,72.30795051833661,2.7142572769953404,
479.6933540871963,541.3066459128037,1021,34286.934809117,34287.721959873,15,585.3673333333334,61.61329182560735,0.7871507559975726,
544.311702615204,727.688297384796,1272,34287.721959873,34287.72359441,10,585.233,183.37659476959197,0.0016345370022463612,
576.4334559538913,588.5665440461087,1165,34287.724139807,34287.910694643,13,585.1592307692308,12.13308809221735,0.18655483600014122,
453.44420684718557,642.5557931528144,1096,34287.910694643,34288.337563927,19,585.0142105263158,189.11158630562886,0.42686928400507895,
570.0,570.0,1140,34288.337563927,34288.725140581,5,585.0,0.0,0.3875766540004406,
1043.5,1043.5,2087,34288.725140581,34288.725140581,1,585.0,0.0,0.0,0.09630990563640926
689.0,689.0,1378,34288.725218205,34288.725218205,3,585.0,0.0,0.0,0.09260567849654737
511.47605189390094,599.523948106099,1111,34288.725218205,34293.270308721,30,584.8933333333333,88.04789621219811,4.545090516003256,0.09211106194831034
553.4490847847012,615.5509152152988,1169,34293.270308721,34301.616326243,22,584.7777272727272,62.1018304305976,8.346017521995236,0.09071866304243911
550.3923749042892,556.6076250957108,1107,34303.448555454,34305.115071463,16,584.958125,6.215250191421546,1.66651600899786,0.08778403668986899
641.0040200246001,380.99597997539996,1022,34305.750995193,34315.667433836,12,585.1241666666666,260.00804004920013,9.916438643005677,0.09333826873657983
661.4461175974726,538.5538824025274,1200,34315.667591094,34326.287761321,15,585.206,122.89223519494521,10.620170226997288,0.09363091155139298
598.2984945275817,577.7015054724183,1176,34327.483380739,34329.870585157,14,585.26,20.596989055163476,2.3872044179952354,0.09125227201777067
342.1954389538943,578.8045610461056,921,34329.870682796,34335.652877945,11,585.1472727272727,236.6091220922113,5.78219514900411,0.09627203905504388
643.8918355661508,703.1081644338491,1347,34335.652877945,34337.172554061,7,585.0064285714286,59.21632886769828,1.5196761159968446,0.09473349790173051
550.8341051912157,644.1658948087843,1195,34337.182059339,34360.185526607,17,584.9261764705883,93.33178961756857,23.00346726799762,0.09425830984733721
621.0758855641251,505.9241144358749,1127,34360.185526607,34374.897020856,14,585.0035714285715,115.15177112825018,14.71149424900068,0.09447823136785138
725.255373612662,441.7446263873381,1167,34374.897020856,34381.210237959,18,585.3322222222222,283.5107472253239,6.3132171030010795,0.09849070621022941
475.8048353887435,624.1951646112565,1100,34381.210251704,34383.34722297,12,585.5891666666666,148.39032922251295,2.1369712660016376,0.09944885339662322
669.8645046135434,509.1354953864566,1179,34383.531685144,34389.641486246,14,585.5085714285715,160.7290092270868,6.109801102000347,0.10039443550820122
626.0232946995053,447.9767053004947,1074,34394.965841546,34397.398037277,19,585.7005263157895,178.0465893990106,2.432195731002139,0.10202904830296851
568.6203903935348,451.3796096064653,1020,34397.398055917,34397.545307128,14,585.8371428571429,117.24078078706947,0.14725121099763783,0.10234399692845969
609.7206723131047,699.2793276868952,1309,34397.545307128,34398.098326819,14,585.845,89.55865537379043,0.5530196910040104,0.10153622588175804
504.2455878652049,281.7544121347951,786,34398.098326819,34399.220712885,21,585.9666666666666,222.49117573040985,1.12238606599567,0.10575788699150857
757.229527104195,719.770472895805,1477,34399.220712885,34399.585149731,17,586.1876470588236,37.459054208389944,0.3644368460008991,0.10393069820468534
525.4112149059179,609.5887850940821,1135,34399.585149731,34400.133264561,19,586.4792105263158,84.17757018816428,0.5481148300023051,0.10326924402408516
605.5311584349017,568.4688415650983,1174,34400.133264561,34400.864934607,23,586.5534782608695,37.06231686980345,0.7316700459996355,0.10171054882346164
646.1712034929957,418.8287965070043,1065,34401.127301635,34408.733294572,11,586.6118181818182,227.34240698599137,7.60599293699488,0.10408834669558241
576.8967009904213,472.1032990095787,1049,34408.734172272,34409.326080082,12,586.7133333333334,104.79340198084265,0.5919078099977924,0.10400105574978435
748.2050612411133,484.79493875888664,1233,34409.327259786,34410.63872644,12,586.8025,263.41012248222665,1.3114666539986501,0.10623845285230092
651.5257357320244,528.4742642679756,1180,34410.638948687,34410.778347861,18,586.8911111111111,123.05147146404875,0.13939917399693513,0.10619930195566249
549.9102046301159,546.0897953698841,1096,34410.791018304,34411.927236712,18,586.9922222222223,3.820409260231827,1.1362184079989675,0.10501407513124829
600.0,600.0,1200,34411.927236712,34412.715558063,8,587.0,0.0,0.7883213509994675,0.1013334602743874
566.0,566.0,1132,34412.715558063,34412.809014401,7,587.0,0.0,0.0934563379996689,0.09751981329977293
598.2012948244516,574.7987051755484,1173,34412.809014401,34419.577244245,16,586.998125,23.40258964890313,6.7682298440049635,0.09714800391916623
323.7650892943276,776.2349107056724,1100,34419.601235265,34419.615499961,12,586.6566666666666,452.4698214113448,0.014264696001191624,0.10511398458728242
